FID,source_id,country,name,least_depth,max_depth,depth_info,depth_prec,object_length,loc_prec,site_area,sink_context,sink_yr,dating,period,statutory,obj_desc,ship_char,obj_type,est_tonnag,place_orig,place_dest,artefacts,coast_dist,source_inf,reference,website1,website2,the_geom
heritageshipwrecks.5203,W02792,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 3.3m x 2.7m",n.a.,n.a.,,n.a.,n.a.,n.a.,6577.53460739,National Monuments Service (Ireland),"Boland 2001, 38-39, 43, 47; Brady 2008, 494.",n.a.,n.a.,POINT (52.9065000000001 -5.92929999999996)
heritageshipwrecks.5204,W02793,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 5.1m x 2.8m",n.a.,n.a.,,n.a.,n.a.,n.a.,6630.48983174,National Monuments Service (Ireland),"Boland 2001, 38-39, 43, 47; Brady 2008, 494.",n.a.,n.a.,POINT (52.9061 -5.92869999999994)
heritageshipwrecks.2023,FR 0000100025 00001,France,JEANNE MATHILDE,45,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1852,,Was sunk on 01/03/1917 by gunfire by a submarine,1917,n.a.,n.a.,n.a.,n.a.,Dundee,Ketch,,n.a.,n.a.,n.a.,27308.5128744,SHOM,n.a.,n.a.,n.a.,POINT (46.457307287 -2.46191730999993)
heritageshipwrecks.2024,FR 0000000898 00001,France,REMY-NICOLAS,83,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,503.5,,The Rémy-Nicolas sank on 06/01/1992 after being boarded by a Spanish fishing vessel,1992,n.a.,n.a.,n.a.,"1st determination: 1992, eighth note",Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,45135.5453076,SHOM,n.a.,n.a.,n.a.,POINT (46.494232471 -2.89186945899996)
heritageshipwrecks.2025,FR 0000188753 00003,France,MELISSA III,84,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1000,,The MELISSA III sank on 10/14/2016 at 4:20 am following a leak in the engine compartment,2016,n.a.,n.a.,n.a.,n.a.,Caseyeur transformed into a spinner,"Fishing boat, trawler",,n.a.,n.a.,n.a.,75372.4909748,SHOM,n.a.,n.a.,n.a.,POINT (46.1122005610001 -2.87223436099993)
heritageshipwrecks.1127,FR 0000004183 00001,France,PESK-COAT,64.4,,n.a.,Least depth known,,5,,"Sank on 10/18/1990 in calm seas, probably following a crook",1990,n.a.,n.a.,n.a.,"06/07/2004: Wreck protruding from the bottom of 0.8 meter. 07/25/1991: Small eighth in position, pieces of wreckage in the trawl","Ex- ROSE DES VENTS, trawler built in 1975. Wooden hull","Fishing boat, trawler",,n.a.,n.a.,n.a.,23551.7143824,SHOM,n.a.,n.a.,n.a.,POINT (49.1062655310001 -3.05501027499997)
heritageshipwrecks.4786,190,France,Sanguinaires,12,18,n.a.,n.a.,,,,n.a.,,second half C3rd BC,Hellenistic,n.a.,"A mixed cargo of amphorae, ceramics, glass and ingots",n.a.,n.a.,,Carthage? Aegean?,France?,Amphorae,14.81372376,The Oxford Roman Economy Project,"H. Alfonsi and P. Gandolfo, Cahiers d'Archeologie Subaquatique 13 (1997), 35-74",http://www.wmaker.net/ARASM/index.php?action=article&id_article=43913,n.a.,POINT (41.8847200000001 8.60138000000006)
heritageshipwrecks.4787,187,France,Cap Camarat 2,41,41,n.a.,n.a.,,,,n.a.,,mid C1st BC,Roman Republic,n.a.,A cargo of oil amphorae,n.a.,n.a.,,Aegean? Tripolitania? Italy,France?,Amphorae,888.63000194,The Oxford Roman Economy Project,"M.-B. Carre, Bilan scientifique 1992, 50-1; Bilan Scientifique1993, 49, Bilan Scientifique 1994, 50-51.",n.a.,n.a.,POINT (43.1971 6.69101000000006)
heritageshipwrecks.5211,W02800,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Described as a ‘vessel-shaped anomaly’, measures 22.6m x 3.8m",n.a.,n.a.,,n.a.,n.a.,n.a.,7361.14092762,National Monuments Service (Ireland),"Boland 2001, 38-39, 45, 47; Brady 2008, 495.",n.a.,n.a.,POINT (52.8928000000001 -5.92689999999993)
heritageshipwrecks.5212,W02801,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 14.9 x 6.2m",n.a.,n.a.,,n.a.,n.a.,n.a.,8308.4033637,National Monuments Service (Ireland),"Boland 2001, 38-39, 46-47; Brady 2008, 495.",n.a.,n.a.,POINT (52.8919000000001 -5.91179999999997)
heritageshipwrecks.5592,W07714,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,Airplane,,n.a.,n.a.,n.a.,11637.7801482,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.5266700000001 -7.36832999999996)
heritageshipwrecks.5213,W02802,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 11.2m x 4.2m",n.a.,n.a.,,n.a.,n.a.,n.a.,8615.46401355,National Monuments Service (Ireland),"Boland 2001, 38-39, 46-47; Brady 2008, 496.",n.a.,n.a.,POINT (52.8482000000001 -5.93129999999996)
heritageshipwrecks.5300,W04531,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,18423.5697053,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (52.6083300000001 -5.93332999999996)
heritageshipwrecks.5612,W07742,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,29590.7021776,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.0583300000001 -9.01193999999998)
heritageshipwrecks.5620,W07756,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,26934.5927712,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.3608300000001 -8.64249999999993)
heritageshipwrecks.5623,W07759,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,22920.2838835,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.31111 -8.60277999999994)
heritageshipwrecks.5461,W06705,Ireland,CS Parnell,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,284.12889009,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (53.83444 -9.66555999999997)
heritageshipwrecks.5624,W07763,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,17220.8944005,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.4833300000001 -6.96666999999997)
heritageshipwrecks.5477,W06909,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,29.30658877,National Monuments Service (Ireland),National Monuments Service.,n.a.,n.a.,POINT (54.2209300000001 -9.18258999999995)
heritageshipwrecks.5478,W06916,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3649.34593462,National Monuments Service (Ireland),"UKHO Wreck Data 1996; Bourke 1998, 164.",n.a.,n.a.,POINT (54.26167 -9.12527999999998)
heritageshipwrecks.5479,W06920,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,299.376272,National Monuments Service (Ireland),Admiralty Wreck Data 1996.,n.a.,n.a.,POINT (54.24222 -10.07861)
heritageshipwrecks.5481,W06926,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44.9526986,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (53.93611 -9.93193999999994)
heritageshipwrecks.5484,W06986,Ireland,Butter Boat,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,100.95769521,National Monuments Service (Ireland),National Monuments Service.,n.a.,n.a.,POINT (54.40583 -8.55696999999998)
heritageshipwrecks.5485,W07012,Ireland,Horizon II,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,6261.16401931,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (54.3833300000001 -8.76666999999998)
heritageshipwrecks.4788,212,Italy,Torre Chianca,6,6,n.a.,n.a.,,,,n.a.,,Mid C 3rd AD,Roman Imperial,n.a.,A shipwreck of Dr. 43 (AC 4) wine amphorae from Crete and marble columns,n.a.,n.a.,,Euboea,Rome?,"Amphorae, Marble, Columns",1116.50783012,The Oxford Roman Economy Project,"Unpublished, Parker (1992), 1153",http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html,n.a.,POINT (40.26248 17.8569000000001)
heritageshipwrecks.4845,7385,Greece,Ithaki 2,60,60,n.a.,n.a.,,,,n.a.,,C1st BC - 1st AD,Roman Republic/Imperial,n.a.,A cargo of several thousand amphorae froma ship estimated to have been 25m long,n.a.,n.a.,,n.a.,n.a.,Amphorae,7690.74820359,The Oxford Roman Economy Project,"www.norwinst.gr/Feltarbeid/Ithaki.htm (2000); K. Delaporta et al. IJNA 35 (2006), 79-87.",n.a.,n.a.,POINT (37.98909 20.7696500000001)
heritageshipwrecks.2026,FR 0000000853 00001,France,LAKME,60,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,"On 02/22/1916, after leaving the port of La Pallice (La Rochelle), the freighter, belonging to the Compagnie des Bateaux à Vapour du Nord based in Dunkirk, hit a mine at 10:10 p.m. while on its way to its home port with a load of railway ballast. The bu",1916,n.a.,n.a.,n.a.,"xx/08/2004: The wreckage seems intact, only the bow having burst on the mine. The bridge, clearly visible, overlooks the holds filled with railway ballast",Steam cargo ship built in 1896 in Scotland at Glasgow by Alexander Stephen &amp; Sons shipyards,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,34952.0494654,SHOM,n.a.,n.a.,n.a.,POINT (46.4545272730001 -2.66803333999997)
heritageshipwrecks.2027,FR 0000135951 00001,France,WESTERPLATTE,55,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,500,,Sank on 10/26/2003 following a water leak,2003,n.a.,n.a.,n.a.,n.a.,Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,34209.4009637,SHOM,n.a.,n.a.,n.a.,POINT (46.6628133140001 -2.83933419699997)
heritageshipwrecks.2029,FR 0000142929 00001,France,n.a.,49,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1500,,Sank on 09/14/2005,2005,n.a.,n.a.,n.a.,n.a.,"09/14/2005: Sloop type sailboat, blue hull",Sloop,,n.a.,n.a.,n.a.,41278.6565132,SHOM,n.a.,n.a.,n.a.,POINT (46.3200016000001 -2.42333711699996)
heritageshipwrecks.542,FR 0000003427 00001,France,n.a.,-0.7,,n.a.,Least depth known,,5.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,231.09762129,SHOM,n.a.,n.a.,n.a.,POINT (49.6583382920001 -1.56414282099996)
heritageshipwrecks.5494,W07120,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck located during the Irish National Seabed Survey (GSI Wreck No_57). The wreck is orientated 100/280 degrees on the seabed and lies in a general depth of 83m. It measures 66m long, 9m wide and has a general height of 4.4m off the seabed. The wreck wa",n.a.,n.a.,,n.a.,n.a.,n.a.,45097.0764423,National Monuments Service (Ireland),GSI Wreck Data; UKHO Wreck Data.,n.a.,n.a.,POINT (55.65745 -8.02959999999996)
heritageshipwrecks.546,FR 0000003637 00001,France,n.a.,-0.3,,n.a.,Least depth known,,2.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,400.20965363,SHOM,n.a.,n.a.,n.a.,POINT (49.6583982920001 -1.55883779399994)
heritageshipwrecks.5518,W07224,Ireland,Cherokee (SS),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,Tanker,,n.a.,n.a.,n.a.,6469.91346279,National Monuments Service (Ireland),"Bourke, 2000, 112.",n.a.,n.a.,POINT (55.325 -8.18332999999996)
heritageshipwrecks.5631,W07805,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,19165.945752,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.4388900000001 -7.74999999999994)
heritageshipwrecks.5615,W07747,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1003.04220145,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.3931900000001 -7.31041999999997)
heritageshipwrecks.5587,W07709,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,23347.0235757,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.6333300000001 -7.41666999999995)
heritageshipwrecks.5588,W07710,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,25169.881659,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.4933300000001 -7.75832999999994)
heritageshipwrecks.5589,W07711,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,6506.75203196,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.50028 -7.19027999999997)
heritageshipwrecks.5593,W07715,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,14490.456208,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.5352800000001 -7.41805999999997)
heritageshipwrecks.5594,W07716,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,13804.3868907,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.55472 -7.12832999999995)
heritageshipwrecks.5595,W07718,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,17248.2971651,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.57444 -7.08332999999993)
heritageshipwrecks.549,FR 0000003558 00001,France,n.a.,11.7,,n.a.,Least depth known,,5.3,,n.a.,,n.a.,n.a.,n.a.,"2nd determination 1991, remains of wreckage scattered over 26m by 9m. Metal tripod, scattered ammunition, cables, steel plates",Ammunition transport,Carrier,,n.a.,n.a.,n.a.,1774.53994655,SHOM,n.a.,n.a.,n.a.,POINT (49.6805134030001 -1.60385301899993)
heritageshipwrecks.974,FR 0000002169 00001,France,n.a.,10.1,,n.a.,Least depth known,11,1.7,,n.a.,,n.a.,n.a.,n.a.,n.a.,Barge,Barge,,n.a.,n.a.,n.a.,802.18052766,SHOM,n.a.,n.a.,n.a.,POINT (48.3676118380001 -4.50400251999997)
heritageshipwrecks.4791,7324,Croatia,Palagruza B (Pupak Reef),18,35,n.a.,n.a.,,,,n.a.,,late C1st AD,Roman Imperial,n.a.,A badly looted site of a cargo of amphorae and pottery,n.a.,n.a.,,Spain - central/southern Italy,Adriatic/ further east?,Amphorae,1313.77790961,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 62; M . Jurisic in D. Davison, V. Gaffney and E. Martin (eds.) BAR 2006, 175-192",n.a.,n.a.,POINT (42.36666 16.33333)
heritageshipwrecks.4792,7328,Croatia,Cape Gradina,30,30,n.a.,n.a.,,,,n.a.,,end C1st BC -C1st AD,Roman Imperial,n.a.,A possible shipwreck or simply solitary amphora finds,n.a.,n.a.,,n.a.,n.a.,Amphorae,278.78656388,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000) no. 13",n.a.,n.a.,POINT (43.5166 15.96667)
heritageshipwrecks.4793,7326,Croatia,Drazica,30,30,n.a.,n.a.,,,,n.a.,,second half C1st BC,Roman Republic/Imperial,n.a.,A contaminated and looted site,n.a.,n.a.,,n.a.,n.a.,Amphorae,1332.67766048,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 6",n.a.,n.a.,POINT (44.7 14.8000000000001)
heritageshipwrecks.4794,7330,Croatia,Host B,18,40,n.a.,n.a.,,,,n.a.,,C1st AD,Roman Imperial,n.a.,"A cargo of rare Dr 35-36 amphorae, allegedly as there are no illustrations",n.a.,n.a.,,n.a.,n.a.,Amphorae,366.68297381,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000) no. 18",n.a.,n.a.,POINT (43.0666600000001 16.2)
heritageshipwrecks.4795,7329,Croatia,Greben S. islet,30,32,n.a.,n.a.,,,,n.a.,,C1st BC- C1st AD,Roman Republic/Imperial,n.a.,A cargo of Dr. 2-4 amphorae was found,n.a.,n.a.,,n.a.,n.a.,Amphorae,734.11144998,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000) no. 15; S. Gluscevic, Archaeologia maritima mediterranea 6 (2009), 80-81",n.a.,n.a.,POINT (44.3166600000001 14.7)
heritageshipwrecks.5597,W07721,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,22719.5001549,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.6472200000001 -7.16249999999997)
heritageshipwrecks.541,FR 0000001809 00001,France,n.a.,24.7,,n.a.,Least depth known,13.5,3.1,,Sank on 09/28/1994,1994,n.a.,n.a.,n.a.,"2nd det: Wreck lying on starboard. Shaft line, propeller and motor still in place. Heavily degraded metal and wood structure",Fishing vessel,"Fishing boat, trawler",,n.a.,n.a.,n.a.,9700.77141643,SHOM,n.a.,n.a.,n.a.,POINT (48.768238841 -2.03514017599997)
heritageshipwrecks.544,FR 0000003257 00001,France,n.a.,28,,n.a.,Least depth known,15,12.5,,n.a.,,n.a.,n.a.,n.a.,"Iron boat oriented 090/270, length = 15 meters, height = 1.1, Remains of the couples and the sheets spread out, debris scattered over 20 meters",n.a.,n.a.,,n.a.,n.a.,n.a.,34562.2033173,SHOM,n.a.,n.a.,n.a.,POINT (49.6562582810001 -0.512672562999967)
heritageshipwrecks.545,FR 0000003254 00001,France,n.a.,24.4,,n.a.,Least depth known,10,12.5,,n.a.,,n.a.,n.a.,n.a.,"Iron dinghy oriented at 300/120, lying flat on the bottom and quite dilapidated. length = 10 meters, width = 3 meters. The mast is the highest point and measures 4 to 5 meters. A net is caught in the mast",n.a.,n.a.,,n.a.,n.a.,n.a.,34980.4728007,SHOM,n.a.,n.a.,n.a.,POINT (49.6600133000001 -0.512317561999964)
heritageshipwrecks.4799,7335,Croatia,Kopa,11,36,n.a.,n.a.,,,,n.a.,,late C1st BC - C1st AD,Roman Imperial,n.a.,A cargo of probable Dr 6A amphorae,n.a.,n.a.,,n.a.,n.a.,Amphorae,786.79208741,The Oxford Roman Economy Project,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no.  28",n.a.,n.a.,POINT (44.8000000000001 13.86666)
heritageshipwrecks.5603,W07733,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,16762.4819752,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.2991700000001 -8.50916999999993)
heritageshipwrecks.5604,W07734,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,35588.8418627,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.12361 -9.07499999999993)
heritageshipwrecks.5605,W07735,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,28352.5738577,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.20417 -8.85832999999997)
heritageshipwrecks.547,FR 0000003654 00001,France,n.a.,28.4,,n.a.,Least depth known,20,5.3,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1991, partly buried wreck 20m long, oriented at 200",n.a.,n.a.,,n.a.,n.a.,n.a.,3267.18371646,SHOM,n.a.,n.a.,n.a.,POINT (49.6993034970001 -1.57549787699998)
heritageshipwrecks.550,FR 0000274707 00003,France,n.a.,25.8,,n.a.,Least depth known,14,3.1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3284.23026578,SHOM,n.a.,n.a.,n.a.,POINT (49.699893499 -1.58841794199998)
heritageshipwrecks.5606,W07736,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,24722.0095554,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.1125000000001 -8.90055999999993)
heritageshipwrecks.5607,W07737,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,18523.7628267,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.15333 -8.73332999999997)
heritageshipwrecks.5608,W07738,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,33399.0397438,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.07861 -9.06249999999994)
heritageshipwrecks.5610,W07740,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,32059.4497917,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.07444 -9.04305999999997)
heritageshipwrecks.5611,W07741,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,31531.2143205,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.06917 -9.03749999999997)
heritageshipwrecks.5787,W09142,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,20669.8486918,National Monuments Service (Ireland),Admiralty Wreck Data 1996.,n.a.,n.a.,POINT (51.64444 -7.91805999999997)
heritageshipwrecks.5764,W09019,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,Schooner,,n.a.,n.a.,n.a.,411.69312564,National Monuments Service (Ireland),Admiralty Wreck Data 1996.,n.a.,n.a.,POINT (51.4527800000001 -9.77777999999995)
heritageshipwrecks.827,FR 0000001791 00001,France,EMBARCADERE (L'),,,n.a.,Unknown depth,,1852,,Sank on 04/26/1978,1978,n.a.,n.a.,n.a.,n.a.,Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,1353.43538543,SHOM,n.a.,n.a.,n.a.,POINT (48.6643133220001 -2.08329541599994)
